"";"chlopi-czesc-czwarta-lato";"chlopi-czesc-czwarta-zima";"chlopi-czesc-pierwsza-jesien";"chlopi-czesc-trzecia-wiosna";"George R.R. Martin 01 - Gra o tron";"George R.R. Martin 03 - Nawalnica mieczy 01 - Stal i snieg";"George R.R. Martin 04 - Nawalnica mieczy 02 - Krew i zloto";"George R.R. Martin 05 - Uczta dla wron 01 - Cienie smierci";"Hobbit";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wiedzmin-01";"Wiedzmin-02";"Wiedzmin-03";"Wiedzmin-04";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"anny";0;0;0;0;0;0;0;0;0;0;0;0,00443729783869339;0;0;0;0;0;0;0;0
"ano";0,00434223960100275;0,000870944895244254;0,00164717038915689;0,00472811604421361;0;0;0;0;0;0;0;0;0;0,00291825274148316;0,00103313313289888;0,00099774253809602;0;0;0;0
"antagonista";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"antałek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0088443276157313;0;0;0;0;0
"antek";0,00313872201165849;0,00472161977141956;0,00148829015452213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"antkową";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"antonio";0;0;0;0;0;0;0;0;0;0;0;0,00443729783869339;0;0;0;0;0;0;0;0
"antropocentryzm";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"antropologia";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"antykoncepcja";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"antylopy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"antyrosyjski";0;0;0;0;0;0;0;0;0;0;0,00431545491251858;0;0;0;0;0;0;0;0;0
"apetyt";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"aplegatt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0615022109233648;0;0;0
"aplegatta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00838666512591338;0;0;0
"apostolski";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"aprowizacyjny";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"aquila";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"aragorn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061205925510054
"aragornem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00394876938774542
"aragornie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00171233406952957;0,00455266527394339
"aragornowi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00197438469387271
"arathorna";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00197438469387271
"arbor";0;0;0;0;0;0;0,0014424351258738;0,0015886791462876;0;0;0;0;0;0;0;0;0;0;0;0
"archidiecezja";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"archiwum";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"arcybiskup";0;0;0;0;0;0;0;0;0;0,0123248900044316;0;0;0;0;0;0;0;0;0;0
"arcyklejnocie";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"arcyklejnot";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"arcyklejnotu";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"ard";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"arena";0;0;0;0;0;0;0;0;0;0;0,00165847633294426;0;0,00170267970009603;0;0;0;0;0;0;0
"aresztować";0;0;0;0;0;0;0;0;0;0;0,0107886372812965;0;0;0;0;0;0;0;0;0
"aresztowany";0;0;0;0;0;0;0;0;0;0;0,00431545491251858;0;0;0;0;0;0;0;0;0
"argument";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"arjena";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"arjenem";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"armada";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"armia";0;0;0;0;0;0,00179810102915756;0;0;0,00081778041156601;0;0,00433591012023516;0;0;0;0;0,0011442461094639;0;0,000968748239914226;0,000895343089776395;0
"arnolda";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"arogancki";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"arry";0;0;0;0;0;0,00223702282344066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arryn";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"arsenalowi";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"artykuł";0;0;0;0;0;0;0;0;0;0;0,0107886372812965;0;0;0;0;0;0;0;0;0
"artystyczny";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"arwenie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"arya";0;0;0;0;0;0,0171942447975536;0,0028848702517476;0;0;0;0;0;0;0;0;0;0;0;0;0
"aryę";0;0;0;0;0;0,00223702282344066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aryi";0;0;0;0;0;0,00223702282344066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"arystarcha";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"arystotelesa";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"ascetyczny";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"astrologia";0;0;0;0;0;0;0;0;0;0;0;0,00443729783869339;0;0;0;0;0;0;0;0
"astronom";0;0;0;0;0;0;0;0;0;0;0;0,0532475740643207;0;0;0;0;0;0;0;0
"astronomia";0;0;0;0;0;0;0;0;0;0;0;0,00887459567738678;0;0;0;0;0;0;0;0
"astronomicznomatematycznej";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"astronomiczny";0;0;0;0;0;0;0;0;0;0;0;0,00665594675804009;0;0;0;0;0;0;0;0
"asysta";0;0;0;0;0;0;0;0;0;0;0;0;0,0110761868141655;0;0;0;0;0;0;0
"asystent";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"atak";0;0;0;0;0;0;0;0,00130892663518231;0;0;0,00136643314736206;0;0;0;0;0;0;0;0;0,00125032690459854
"atakować";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00197438469387271
"athenaeum";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"atłas";0;0;0;0;0;0,00223702282344066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"atlético";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"atsushi";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"audiencja";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"augsburg";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"augsburgowi";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"aurane";0;0;0;0;0;0;0;0,01033459611403;0;0;0;0;0;0;0;0;0;0;0;0
"aureola";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"austriacki";0;0;0;0;0;0;0;0;0;0;0,00647318236877788;0;0;0;0;0;0;0;0;0
"austrii";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"austrowęgier";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"autohipnoza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"autor";0;0;0;0;0;0;0;0;0;0,00110357799186662;0,00115922520962924;0,00357586462251647;0;0;0;0;0;0;0,0011968701520038;0
"autorstwo";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"autorytet";0;0;0;0;0;0;0;0;0;0,00410829666814388;0;0;0;0;0;0;0;0;0;0
"awans";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"awansować";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"awantura";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00294810920524377;0;0;0;0;0
"awanturniczy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"aże";0;0;0,00180637743060759;0,00691348198727859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"azji";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"azs";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"azyl";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"babcia";0;0;0;0;0;0,00447404564688133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"baby";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00277580481367204;0;0;0;0;0;0
"bać";0;0;0;0;0,00253942338328393;0,000899050514578782;0,00150843733753036;0,000830686558663896;0,00081778041156601;0;0;0;0;0;0;0;0;0,000968748239914226;0;0
"bachor";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"bacząc";0,00247816977917853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"baczenie";0,00247816977917853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"baczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00241044511705932;0;0
"baczyć";0;0,00157387325713985;0,00148829015452213;0,00427205867975995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"baczyńskiego";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"badacz";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"badanie";0;0;0;0;0;0;0;0;0;0;0,00136643314736206;0,00140501313868902;0,00140285268793757;0;0;0;0;0;0;0
"badawczy";0;0;0;0;0;0;0;0;0;0,00157886316296928;0;0,00341060379351885;0;0;0;0;0;0;0;0
"bądź";0;0;0;0;0;0;0,00201643777237287;0;0,00109318648535187;0;0;0;0;0;0;0,00152959690045281;0;0,00388498844654885;0;0
"baelor";0;0;0;0;0;0;0,00938325682780583;0;0;0;0;0;0;0;0;0;0;0;0;0
"baelora";0;0;0;0;0;0,00141664885826408;0,00475373963381017;0,00130892663518231;0;0;0;0;0;0;0;0;0;0;0;0
"bag";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0129690444306813;0,00342466813905914;0
"bagaż";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"baggins";0;0;0;0;0;0;0;0;0,0012885902044097;0;0;0;0;0;0;0;0;0,00305294544803816;0,00282161401460434;0
"bagginsowie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"baggio";0;0;0;0;0;0;0;0;0;0;0;0;0,00221523736283309;0;0;0;0;0;0;0
"bagnisty";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"bagno";0;0,00191025192345449;0;0;0;0,00171942447975536;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bagshot";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00241044511705932;0;0
"baja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028471199571063;0;0;0;0
"bajka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00437671685755911;0;0;0,00171233406952957;0
"bajor";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bąk";0,00247816977917853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00279555504197113;0;0;0
"balia";0,00190477528376569;0;0;0;0;0;0,0014424351258738;0;0;0;0;0;0;0;0;0;0;0;0;0
"balicki";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"balin";0;0;0;0;0;0;0;0;0,0101740303551962;0;0;0;0;0;0;0;0;0;0;0
"balinie";0;0;0;0;0;0;0;0;0,00203480607103925;0;0;0;0;0;0;0;0;0;0;0
"bałkański";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"balkon";0;0;0;0;0;0;0;0;0;0,00205414833407194;0;0;0;0;0;0;0;0;0;0
"balona";0;0;0;0;0;0;0,00375330273112233;0;0;0;0;0;0;0;0;0;0;0;0;0
"balowy";0;0;0;0;0;0;0,00750660546224466;0;0;0;0;0;0;0;0;0;0;0;0;0
"bałwan";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bałykować";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"banachów";0;0;0,00235015122071091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"banda";0;0;0;0;0,00161887334058838;0;0;0;0;0;0;0;0;0;0;0;0;0,00370544126590894;0;0
"bandy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00185272063295447;0;0,00151755509131446
"bandyta";0;0;0;0;0;0,00223702282344066;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bandytyzm";0;0;0;0;0;0;0;0;0;0;0,00215772745625929;0;0;0;0;0;0;0;0;0
"bania";0;0;0;0,00224866185998302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bank";0;0;0;0;0;0;0;0,00620075766841802;0;0;0;0;0;0;0;0;0;0;0;0
"bankieta";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"banknot";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"bankowy";0;0;0;0;0;0;0;0,00206691922280601;0;0;0;0;0;0;0;0;0;0;0;0
"barahir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00222779798705534;0
"baranina";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00589621841048753;0;0;0;0;0
"baraszkować";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00294810920524377;0;0;0;0;0
"baratheon";0;0;0;0;0;0;0,0014424351258738;0,00317735829257519;0;0;0;0;0;0;0;0;0;0;0;0
"baratheonów";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"barbakan";0;0;0;0;0;0;0,00187665136556116;0;0;0;0;0;0;0;0;0;0;0;0;0
"barbarą";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"barbarę";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"barbary";0;0;0;0;0;0;0;0;0;0;0;0,0022186489193467;0;0;0;0;0;0;0;0
"barbarze";0;0,00248529505168911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
